Manufacturer,"Model Number",Name,"Product Line",Created,Certification,Tested,RV,Expires,Reason
"Equipements Recreatifs Jambette, Inc.",SC-THE1-000-U-30,"Geometry Theme Panel (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-THE1-000-U-30,"Geometry Theme Panel (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR4-000-U-30,"QR Panel (Height 39)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR4-000-U-30,"QR Panel (Height 39)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR4-000-U-44,"QR Panel (Height 39)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR4-000-U-44,"QR Panel (Height 39)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR6-000-U-30,"QR Panel (Height 39)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR6-000-U-30,"QR Panel (Height 39)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-THE1-000-A-30,"Jellyfish Theme Panel (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-THE1-000-A-30,"Jellyfish Theme Panel (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-THE1-000-A-44,"Jellyfish Theme Panel (44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-THE1-000-A-44,"Jellyfish Theme Panel (44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR1-000-U-30,"QR Panel (18 months to 5 years)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR1-000-U-30,"QR Panel (18 months to 5 years)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR3-000-U-44,"QR Panel (Height 29)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR3-000-U-44,"QR Panel (Height 29)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR2-000-U-44,"QR Panel (5 to 12 years)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-CQR2-000-U-44,"QR Panel (5 to 12 years)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-09-21,43319,2023-12-31,"Expires 6 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-H-44,"Hip devider (1)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-H-44,"Hip devider (1)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-H-30,"Hip devider (2)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-H-30,"Hip devider (2)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-H-44,"Hip devider (2)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-H-44,"Hip devider (2)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-H-30,"Hip devider (1)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-H-30,"Hip devider (1)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-S-30,"Space devider (1)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-S-30,"Space devider (1)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-S-30,"Space devider (2)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-S-30,"Space devider (2)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-S-44,"Space devider (2)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR2-000-S-44,"Space devider (2)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-S-44,"Space devider (1)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-PAR1-000-S-44,"Space devider (1)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28486,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-DEC3-000-U-30,"Turret deco (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2018-11-28,78734,2020-12-31,"Expires 2 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-DEC3-000-U-30,"Turret deco (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-28,78734,2020-12-31,"Expires 2 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-DEC3-000-U-44,"Turret deco (44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2018-11-28,78734,2020-12-31,"Expires 2 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-DEC3-000-U-44,"Turret deco (44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-28,78734,2020-12-31,"Expires 2 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV9-000-U-44,"Train station panel with opening (Under 5' platform)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2018-11-02,"ASTM F1487-17",2018-11-12,78446,2020-12-31,"Expires 2 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV9-000-U-44,"Train station panel with opening (Under 5' platform)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2018-11-02,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-12,78446,2020-12-31,"Expires 2 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV9-000-N-30,"Tipi door panel (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV9-000-N-30,"Tipi door panel (30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-040-A-44,"Boat door panel (Under 4' platform)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-040-A-44,"Boat door panel (Under 4' platform)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-046-A-30,"Boat door panel (Under 4'-6"" platform)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-046-A-30,"Boat door panel (Under 4'-6"" platform)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-046-A-44,"Boat door panel (Under 4'-6"" platform)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-046-A-44,"Boat door panel (Under 4'-6"" platform)(44)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-040-A-30,"Boat door panel (Under 4' platform)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"ASTM F1487-17",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",SC-OUV2-040-A-30,"Boat door panel (Under 4' platform)(30)","Blocs psychomoteurs J3 / J3 Play Structures",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28484,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06010,"6' Arch. swing, 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06010,"6' Arch. swing, 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-15012,"7' Arch. swing fr., 4 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-15012,"7' Arch. swing fr., 4 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-15051,"8' Arch. swing, 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-15051,"8' Arch. swing, 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-6010,"6' Arch. swing fr., 4 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-6010,"6' Arch. swing fr., 4 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-6009,"6' Arch. swing fr., 2 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-6009,"6' Arch. swing fr., 2 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06011,"6' Arch. swing, 8 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06011,"6' Arch. swing, 8 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06010,"6' Arch. swing, 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06023,"6' Arch. swing fr., 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06023,"6' Arch. swing fr., 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06015,"6' Arch. swing, 2 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06015,"6' Arch. swing, 2 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07007,"6' Arch. swing, 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07007,"6' Arch. swing, 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06013,"8' Arch. swing fr., 8 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06013,"8' Arch. swing fr., 8 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06014,"8' Arch. swing, 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06014,"8' Arch. swing, 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06016,"8' Arch. swing, 2 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06016,"8' Arch. swing, 2 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-13000,"Arched swing set 6'h. 3-1/2'' dia.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-13000,"Arched swing set 6'h. 3-1/2'' dia.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07002,"6' Arch. swing, 6 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07002,"6' Arch. swing, 6 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0107,"6' Arch. swing, 4 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0107,"6' Arch. swing, 4 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0229,"6' Arch. swing fr., 8 seats not inc.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0229,"6' Arch. swing fr., 8 seats not inc.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0400,"7' Arch. swing fr., 2 seats not inc.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0400,"7' Arch. swing fr., 2 seats not inc.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07005,"6' Arch. swing, 2 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07005,"6' Arch. swing, 2 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07006,"6' Arch. swing, 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-07006,"6' Arch. swing, 4 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0403,"8' Arch. swing fr., 8 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0403,"8' Arch. swing fr., 8 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0401,"8' Arch. swing fr., 4 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0401,"8' Arch. swing fr., 4 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0325,"8' Arch. swing fr., 2 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0325,"8' Arch. swing fr., 2 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0108,"6' Arch. swing, 6 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0108,"6' Arch. swing, 6 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0106,"6' Arch. swing, 2 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0106,"6' Arch. swing, 2 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06012,"8' Arch. swing fr., 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-06012,"8' Arch. swing fr., 6 pl.(Anti-wrap)","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0402,"8' Arch. swing fr., 6 pl.","Balançoires / Swings",2017-07-12,"ASTM F1487-17",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",L-0402,"8' Arch. swing fr., 6 pl.","Balançoires / Swings",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-09-01,28498,2020-12-31,"Expires 4 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT14-000-N-35,"Petal Ornament (3.5 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"ASTM F1487-17",2018-11-02,78337,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT14-000-N-35,"Petal Ornament (3.5 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-02,78337,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT14-000-N-50,"Petal Ornament (5.0 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"ASTM F1487-17",2018-11-02,78337,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT14-000-N-50,"Petal Ornament (5.0 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-02,78337,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT12-000-U-50,"Maple leaf ornament (5.0 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"ASTM F1487-17",2018-11-02,78336,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT12-000-U-50,"Maple leaf ornament (5.0 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-02,78336,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT12-000-U-35,"Maple leaf ornament (3.5 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"ASTM F1487-17",2018-11-02,78336,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT12-000-U-35,"Maple leaf ornament (3.5 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-11-02,78336,2021-12-31,"Expires 3 years after test"
"Equipements Recreatifs Jambette, Inc.",AO-LAT3-000-H-35,"Brocco grande ornament (3.5 dia.post)","Blocs psychomoteurs J3 / J3 Play Structures",2018-10-25,"ASTM F1487-17",2018-10-26,78314,2021-12-31,"Expires 3 years after test"
